name,img,captions,image_text
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (867).jpg,a barbie doll and a barbie doll, Every girl is a doll no Matter Barbie or Annabelle
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2358).jpg,a cartoon cat sitting on a couch with the capt that says parents talking about marriage, Parents talking about marriage: Girls: Boys:
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (530).jpg,a handwritten receipt with the words ' ' ' and ' ' '," Relationship with Ag depositor (if any) Name, signaturs and addres"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (21).jpg,happy mothers day lettering on blurred background - kostenus stock - fotos und - kauf,
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2399).jpg,texting is the best way to describe someone, Epic! Tina > Why aren't you attending my calls FBISarcasmlol Wait | can Then explain Delivered explain
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1628).jpg,a man in a suit walking across a road, When you open the chat and see them typing
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1591).jpg,parents when parents are arguing parents when parents are arguing parents when parents are arguing parents when parents are arguing, parents when you winning the Hmmm Tastes like disrespect
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (137).jpg,a tv sitting on top of a table in the grass," Mom Said ""Go and play outsidel"""
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (265).jpg,a screen shot of a video game, you watched all of them? mental @uMentalow LMFAOOOO Show this thread Nigga
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (651).jpg,a man standing next to a woman in a room, SHE WAS A hulu Prime HE WAS A
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (906).jpg,a woman in a white dress standing next to a wall, LOST
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2813).jpg,old people wedding always you ' ret so start doing the same, Old people at weddings always poke me and 'You are next. started doing the same thing at funerals. Sarcasm say
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2117).jpg,me will my crh trophy find the best me ever? memys, Me: Will my crush accept my friend request? Time traveller:You mean your wife? Me:
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (560).jpg,a man in an orange shirt is holding a ball,
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2018).jpg,"when you ' re, you ' re, you ' re, you re, you re, you", When your best friend motivates you we're not losers we're worse than that /Sarcasmlol
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2123).jpg,memes memes memes memesmesmesmesmesmesmesmesmesmesmesmesmes, as he grows up Me: Then Now FB /SarcasmLol My
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3288).jpg,everyone everyone everyone everyone everyone everyone everyone everyone everyone everyone everyone everyone everyone everyone everyone everyone everyone everyone everyone everyone, Everyone keeps saying drink water Pee! Sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1786).jpg,"a child is crying and the text reads, ' you remember our class? '", Bro you remember Sophie? Our classmate? bro She tested positive for covid 19 yesterday 6 0 FB /SarcasmLol Yep
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (157).jpg,a bird is sitting on the hood of a car, REVENGE LEVEL
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3523).jpg,the all one person angry sad tired tired tired tired tired tired tired tired tired tired tired tired tired tired, The all in one emoji Angry Sad Damn you Annoyed Done Tired Mad Irritated Don't want to talk Go away
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4739).jpg,homer homer homer homer homer homer homer homer homer homer homer homer homer homer homer homer homer homer homer homer," The older you get, the more you appreciate just how nice being at home and doing nothing can be Sarcasm"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4360).jpg,a white background with a black and white quote on it, after a breakup Wait at least 10-15 Minutes Sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (156).jpg,a man in a suit and tie is holding a cell, iMessage 04 Oct 2012 10:15 Send me a pic of u 0 Well Played!
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (416).jpg,a dog is standing next to a woman with a bag, VITAL Dog's Logic!
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (227).jpg,a man and a boy sitting on a couch with the capt that reads when watching movie with my dad, When I'm watching a movie with my dad And suddenly a romantic scene comes on
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (732).jpg,me stands up really fast my boy, Me: 2 My
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (40).jpg,a picture of two feet with the capt of a person laying in bed, Ican only imagine this
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2445).jpg,a screenshot of a text message with the words ` ` ` ` ` ` ` ` ` `, Evolution of Technology Our phones Wireless Our cars Keyless Our TV's 2 Cable less Our Money Cashless Meet Luthra Our future Hopeless Like Reply
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (574).jpg,a man with a funny face and a capt that reads ` ` ` ` ` ` ` ` `, The waiter: Geechi @ThatDakari . 6d a woman has done on the first date? 13 8K kingkay She literally asked what was their most expensive drink.The waiter met eyes and the code kicked in. He just kept saying everything was out of declined. thing my bro
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (811).jpg,a cat is holding a stuffed animal, people using strong acids as weapons strong bases that are also made with mematic corrosive
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (458).jpg,a cartoon of a man in a room with a robot, 1 Box FoR Me?
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3149).jpg,a man with a smile on his face and the capt reads before you take your lifestyle facebook," Before you fake your lifestyle on Facebook, Sarcasm at least block the people that know you in person"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1743).jpg,a man in a red suit and yellow shirt is dancing on the stairs," Me: "" can study with music, it helps me to concentrate"" Me 10 minutes later: 'Sarcasmlol"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1533).jpg,"sunflowers, sunflowers, sunflowers, sunflowers, sunflowers,", Ijust found out that sunflowers usually face the sun but when cannot find it face each other jinchúriki @Chewnano sunflower 1: bro wheres the sun? sunflower 2: you are my sun sunflower 1: bro they they
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3525).jpg,a pair of headphones with the words how i ' m ' m ' m ' m ' m, How my friend How teachers explain it one explain it before exam Sarcasm day
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (782).jpg,a child is writing on a piece of paper with a cat, Teacher gave him homework to draw a cat
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (835).jpg,a young boy sitting on a couch with a capt, Her: You wanna g0 upstairs? Me: Sure. Her: You got protection? Me: W-why; what's up there?
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2241).jpg,a smiley face with the words you may be broken now but someone will come to you and you will, You may be broken now but someone out there will come into your life and you will be broken pro max.
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (573).jpg,"a tweet tweet with the capt that says, ' everyone is not happy '"," Samay Raina @ReheSamay Everytime a house owner tells me he won't rent his house to me because he wants a family i ask him if his daughter is single 4:59 pm Views 3 Quote Tweets 1,243 Likes Infosec Trolls @InfosecTrolls 2s Replying to @ReheSamay What is her Ilu age?"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2114).jpg,a smiley face with the words ' my level maturity is nothing to my facebook '," My level of maturity has nothing to do with my Facebook posts. I'm only here to Motivate, Lie & Laugh."
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2570).jpg,a large ship is going through a lock, Me doing When someone something alone is watching FB (Sarcasmlol
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2244).jpg,a man in an orange jacket is talking on the phone, Distance between home and school 1Km FB/Sarcasmlol 6 songs
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (292).jpg,"a white background with a text that reads, ` ` ' ' ' ' ' ' ' ' '", Question: Define Siblings? Answer: A bunch of Shameless People who Confidently Steal
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3380).jpg,me before you know me everyday me every you get to know me every me every you get to know, Me before you know me vs to know me Sarcasm get
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4457).jpg,me every listen to me every listen to me every listen to me every listen to me every listen to, Me every day listening to the same 8 songs as always
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1659).jpg,the avengers movie is a funny and hilarious way to describe what you think about it, Don't fart in an apple store. Why? windows ISarcasmlol They
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (392).jpg,"a man playing a guitar with the capt that reads, ' why, why, why, why,", Wife: Do you have to touch my butt every time you walk by? Me: @dad wllder Don't ask me to stop being a man.
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (524).jpg,a baby with a bucket of food in it, BUTTER COOKIES
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4144).jpg,a hand with the words amazon asking to send profit, package Sarcasm proof get
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (621).jpg,a man with a rash on his back, It's my dream to make this sign on back of my friend
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1313).jpg,a phone with the text ` ` ' on it and a paper with the text ` ' ' on, THE ART 4^ THE ARTIST
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2463).jpg,two women in a room with a man and woman looking at each other women, Two reasons don't trust people:
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2267).jpg,two pictures of a rabbit with a carrot in its mouth, Meeting girlfriend for the first time FB /SarcasmLol Two years into relationship
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (194).jpg,"a handwritten letter with the words congratulations, you are going to doctor in the future"," Do you have bad k p Congratulations, You are going to be a Doctor in the future"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (603).jpg,"a baby with a funny face and a capt that says, ` ` ' ' ' ' ' '", In front In front of parents of friends of crush
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1621).jpg,the app for the iphone showing the different time zones, 11.29 Sarcasm Statistics Apr 71 Apr 27 May 5 May 13 May 21 Joined Left Notifications 2020 496 Muted 217 408 Unmuted 162 320 Apr 19 Apr 27 May 5 May 13 Muted Unmuted Views by hours (UTC) May
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2754).jpg,a toilet with a phone and a toilet with a phone, True Story! 5 minutes Sarcasm 55 minutes
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (144).jpg,a cat and dog running in the grass, The Last Selfie
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2651).jpg,a woman cleaning a window with a sponge, FB/SarcasmLol Without Music With Music
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3618).jpg,a man in a suit laughing and holding a cell, only accept apologies in cash
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (805).jpg,a cartoon of a man and woman at a table with a laptop, CANDLE NIGHT DINNER OTHERS INVESTOR
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1678).jpg,"a large building with a sign that says, ` ` '", Best advertisement DESIGNE R Fo R
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2303).jpg,a woman and a child are shown in this funny picture, Normal Kids: Mom Tm hungry FB /Sarcasmlol Shakespeare: Let it be known to mine stomach consists of emptiness.
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3118).jpg,a man in a suit with his hands on his chest, Hacker: know all your passwords. Me who forgot them: Sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3173).jpg,a man in a suit sitting on a chair with an umbrella," If you love someone, let them If you hate someone, let them go Basically let everyone go"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (190).jpg,a cartoon character with a question on it, Solve. How many stickers does Jack have? [SARCASMI Who the hell is Jack?
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1887).jpg,a man in a suit and tie with the capt that says you give relationship advice," FB/SarcasmLol You give best relationship advice but u are single, why? Because coaches don't play!"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4407).jpg,a white background with the words ' i ' m ' and ' m ', I'mat the age where checking Gmail is part of my social media routine. Sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3883).jpg,a man laying in bed with his head on the pillow, Sarcasm People who sleep with their phones on silent don't care about anything in life.
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (715).jpg,a man shooting a gun at a target, Bullets were invented in 1841 People in 1840:
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3777).jpg,a man in a tuxed tuxed tuxed tuxed tuxed tuxed tuxed tuxed," If God is making you wait, Sarcasm Then be prepared to receive more than what you asked for."
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4373).jpg,a white background with the words boys never they ' re, like you just start talking to you daily Sarcasm They
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (963).jpg,"a cartoon character with a capt that reads, ` ` ' ' ' ' ' ' ' ' '", When you suffer from depression and somebody tells you to just cheer up. 'goodness; what an idea. My
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (731).jpg,a woman is seen in a tweet tweet tweet tweet twee," 94/0 Tweet Woman, 37, Stabs Husband Multiple of ""Another Woman"" That Turned Out to Be Her When She Was Thinner cron 22 Jun 22 Twitter for iPhone 5,750 Retweets 3,214 Quote Tweets 12.7K Likes"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2269).jpg,a cartoon character with a capt that says i ' m ' m ' m ' m ' m ', said. Youl!
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1879).jpg,kylie jenneys post ins ins ins ins ins ins ins ins ins ins ins ins ins ins ins, FB /SarcasmLol post on Instagram Me who lose 3 followers everytime / post
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (62).jpg,"a man with a beard and a head in the middle of the image, and a man with a", Kids in 2021: When grow up am going to. Global Warming: Mesunderstandeng
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (667).jpg,"a girl and a boy in a field with text that reads, ` ` ` ` ` ` `"," Rehaan (new ID) @novimemer No. to encroach India East India Company Indian Monarch we Want to set For trading up factory here purpose, right @nobimemer For trading purpose, right na ?"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1644).jpg,a man wearing a face mask in a locker room, Flirting in 2020 be like Lf BLINK WANT ME. ISarcasmlol
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2031).jpg,a man in a suit and tie speaking into a microphone," -Yes, but she lives in another Nation -In my imagiNation"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4660).jpg,a child is being a toy in a plastic container, People born in 1993/94 30 Sarcasm
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (6).jpg,me do you like sleeping her i love it me we should ' t together, Me: Do you like sleeping Her: love it Me: we should try it together sometime flert
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4565).jpg,a person wearing flip flops with the words ` ` ` ` ` ` ` ` ` ` `, The first mistake of Sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3110).jpg,"i graduated, i graduated, i graduated, i graduated, i graduated, i graduated, i graduated"," Sarcasm 1 graduated, I'm graduated, I'm special and finally I'Il be rich."
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (103).jpg,a man is standing on the beach with his head in his hands, This picture describes my love life (I'm the guy in blue)
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1699).jpg,me qute o tres, ISarcasmlol F ood itness
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (490).jpg,a woman laying in the dirt with a shovel, How do you hide yourself while hunting for food? Some marine beings:
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2593).jpg,the eiffiffures are the most famous buildings in the world, Early success is a scam- FB/Sarcasmlol Building things take time
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4190).jpg,a man in a suit and tie with a quote on it," don't know who needs to hear this, but throw away the box your phone came in. Sarcasm never need it."
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2937).jpg,we went from august 1 to august 9 in 3 days, We went from August 1 to August 19 in 3 days Sarcasm
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (549).jpg,a person tying a black shoe with a black shoelace, people be like Shy
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (552).jpg,two women in police uniforms are smiling and one is holding a microphone, putting together an all-girl band_ What should the band' s name be?
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2672).jpg,"a grid of four different logos with the words ' last ', ' last ', ' last '", f 40 seconds ago 2 minutes ago FB/Sarcasmlol 7 seconds ago 15 ago 7 days
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1191).jpg,a group of men in military uniforms, Teacher: Mark your partner's homework Me and the boys:
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3939).jpg,"a person holding a phone with the text, ' how to use iphones to avoid your phone '", Still dont understand how people with no jobs be holding iPhone 13 pro max Sarcasm
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (631).jpg,a cartoon of a man in a white shirt and a dinosaur,
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1352).jpg,when you ' re from the past when you ' re from the past when you ' re from the," When you are waiting for your coronavirus test result and someone tells you 'be positive"" fb My Thoughts @wordstextings"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4207).jpg,a man with a smile on his face," People always ask smell good, that's what loyalty smells like Sarcasm why"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2238).jpg,a couple talking to each other people, Last night we studied till 3am When started? 2:55am ISarcasmlol
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3672).jpg,data person who is the best person?, Date a person who makes you laugh For Example: Me Sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4768).jpg,how do you know how do you know how do you know how do you know how do you know, How dare my brain understand memes but not math! sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2177).jpg,a blackboard with a whiteboard and a blackboard with a whiteboard on it," FREE Wi-Fi 2 X + dx 2 2 ""No Thanks! data on"" 43 12"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (753).jpg,a little girl with a pink shirt and a pink jacket, Reaction When Someone Talks My
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3924).jpg,"a text message that reads, ' thank thank thank thank thank thank thank thank thank thank thank thank thank", Sarcasm 1like your personality Thanks I have 6 more Message
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (79).jpg,the lord is a wizard, YOURSELFIE YOUR DELETED SELFIE
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1475).jpg,a man sitting in front of a computer, How it feels opening nudes in public
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (155).jpg,a man in a suit and tie standing in a hallway," Life is like video games If you meet enemies, you're going in the right way"
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (768).jpg,a man with a beard and a beard on a twitter," DisbussingFilm 4 DisbussingFilm Christopher Nolan is taking advantage of the low air quality in New York City to begin filming his (Source: @DEADLINE) 9.36 pm 08 Jun 23 3.9M Views 2,744 Retweets 951 Quotes 67.2K Likes"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3951).jpg,two children are laughing and laughing in the woods," Me and my friends giving each other. relationship advice, the blind leading the blind. Sarcasm"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1176).jpg,a sign that says toilet is engaged and i ' m single, Even the toilet is engaged & I'm still single Toilet Engaged'
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (171).jpg,"a man in a suit and tie with the capt that reads, ` you ' re '", Your wife has sent your kids away She started tenderising your moming meat She tied her hair back You lasted for
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1969).jpg,a man with a cat on his head and a caption, 8 year old me when my Dad gets bad day but is still home exicted to see me My
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1451).jpg,"old photos of people eating in a restaurant, picture taken in 1970"," Old photo of people eating in a restaurant, this picture was taken in 2019"
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (270).jpg,"a text message that reads, ` ` ' ' ' ' ' ' ' ' ' ' ' '"," 16 2h Isee youre a man of culture aswell 13 Im a girl, but thanks 9 2h How far can you squirt? 26"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4597).jpg,"a cartoon character holding a piece of paper with the words ' i ' m sorry, you ' re", How | apologize I'm You're wrong
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4221).jpg,"a man in a suit with a white collar and a white shirt, with the capt that reads,"," When you say ""Perhaps' instead of ""Maybe Sarcasm"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3750).jpg,a girl with blonde hair and a white shirt is laughing while she is holding a knife," Babe, you shouted at Harry Sarcasm holding your hand It was a handshake"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (528).jpg,best teacher ever - screenshote,
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1981).jpg,passport the most useless thing in 2020, PASSPORT Passport The most useless thing in 2020 FB /SarcasmLol 1
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (153).jpg,"a couple kissing on the beach with the capt that says, kiss memes", @sarcasm?
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4314).jpg,a poster with two people in the middle and the middle, *Young people are the future of the country* Young people whenever they are sad or angry: Sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1662).jpg,"a person holding a cell phone with the capt of a text that reads, ` after buying apple '", After buying Apple Others Me
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (105).jpg,a motorcycle parked in a parking with a sign that says no matter," No matter how rich you are, in the end you do what your mom tells you to do"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3982).jpg,a white cable connected to a white cord, The most kissed thing after midnight Sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3187).jpg,a white background with a smiley face and the words ' the pain watching movie with someone who talks, The pain of watching a movie with someone who talks a lot! Sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2678).jpg,a dog and cat are sitting on a chair," How dogs think How cats think Sarcasm They feed me, They feed they care for me care for me they must be gods. me, they"
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (130).jpg,a woman with a shaved head and a bald bald,
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2249).jpg,a man and woman are sleeping in front of a christmas tree, Others Me FB /Sarcasmlol Christmas New Year
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2550).jpg,a bed with a pillow and pillows on it, Boys who can sleep on such pillow shouldn't worry about Corona virus FB/Sarcasmlol
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3456).jpg,me gets uber driver, Me: 'gets in uber* Me: hi Me: driver: Sarcasm me: driver: *arrived* Me: hey
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (290).jpg,a girl with her laptop and two girls with her laptop, Spending Summer Vacations EXPECTATIONS NARCOS GAME OF THRONES 13 reasons why FRIENDS REALITY
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (927).jpg,the first thing to when wake up text, The first thing I do when Texting bae to @Sarcasmlol @Sarcastic_Us Try sleep again
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2716).jpg,road to the mountains, [SarcasmLol
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3710).jpg,"when you ' re from the wrong, you ' re from the wrong, you ' re from the", When your charger saves your phone from falling! Your phone: Sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4657).jpg,a quote that says true friends never return their friends, True friends never return their friend's Sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1081).jpg,"the secret of the secret secret secret, secret secret, secret secret, secret secret, secret secret,", The correct spelling is SCHOOL not SCHOOL. Some people the second 0 before the first 0 which is very wrong. fb | My Thoughts @wordstextings put
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (657).jpg,a woman is standing in front of a group of children, 10 10 The bravest kid in Argentina! NESSI
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3972).jpg,"a white background with a black and white quote saying ' we don ' t - shirts, we don"," We don't date crushes, we just stare at them until we're not interested anymore Sarcasm"
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4636).jpg,a man with a mustache and a blue shirt,
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1215).jpg,a girl sitting on a bench with her head down, One of my 6 boyfriends is talking with other girl 1will never trust men again (Girls Logic
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (994).jpg,"a picture of a dog and a cat with the capt that says, ' sometimes trying to prove that"," This speed race wanted to know the But the cheetah did not move a finger and sat in place. People asked the race coordinator what haapened. He responded after seeing him saying: you are the best is an insult!"""
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (165).jpg,a white robot sitting on top of a wooden table, Ill leave this one for you to figure out
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1730).jpg,a man laying in bed with the capt that says when you are comfortable, When you are comfortable in bed But you forgot to pee
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (822).jpg,a man in a suit and tie is standing on a podium with a group of people behind him, Divakar Sharma Nobody Stepney tyre all the time : NATO VLNUS NATO VILNIUS
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4394).jpg,a woman in a black shirt and a black shirt with the words i don ' t understand why we, don't understand we need a birth certificate. Sarcasm swear was born why
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (450).jpg,a man with a sign on his face, Dear Crush I Want to feel about me love Do you please your Definitely YS YES HIGH IQ MEMES Oeeni
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (579).jpg,a girl crying with the words ` ' ' and ` ' '," God, send me a man who understand my needs and makes me feel special did years ago but you keep telling him you like him as a friend only"
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (108).jpg,a screenshot of a woman in a yellow raincoat and a man in a yellow raincoat, Google E names Images News shopping Videos Map Girls' names starting with P across the Paige Paula Patricia Penelope corono
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (2075).jpg,a man in a suit and tie holding a cat, Sam didn't but SIMSUNG want to sing [Sarcasmlol
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1017).jpg,"a text message that reads, ` ` ' my boyfriend is my boyfriend but when i don ' t", Biscuitina @Biscuitina2 My mom says my boyfriend is ugly But when i look at my dad. let me keep quite. savageresponds A Billionaire @Simply_Rawmeo Maybe she doesn't want your kids to look like hers
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (426).jpg,a cartoon character with a capt that reads when your headphone works only in a pic, When your headphone works only in a special position
high_iq_memes,high_iq_memes_photo_1@26-11-2021_16-56-41 (784).jpg,a drawing of a man with a stick and a stick, C'mon go see Titanic
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1975).jpg,"january, february, december, december, december, december, december, december, december, december,", December. FB/SarcasmLol
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1625).jpg,two men sitting on a couch and one is talking on the phone, What girls think What we VS we wear at home actually wear [Sarcasmlol
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (4481).jpg,"when she turns into a princess, she turns into a princess", When she is When she turns your ex : sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (3431).jpg,texting is the best way to say something, Today Just look at yourself 5.23 PM Just laying in bed 24x7 like a potato scrolling feed Sarcasm
sarcasm,sarcasm_photo_2@10-05-2017_04-33-57 (1275).jpg,when moms are like moms when moms are like moms when moms are like mom, When the kid doesn't return on time moms be like: Where is my baby ? Others mom mom My
